,location,title,company,salary,salrange
2520,"Philadelphia, PA",Market Research Analyst,No Company Listed,No Salary Listed,60000
2521,"Philadelphia, PA","Machine Learning Software Engineer, Analytics Center of Exce...",No Company Listed,No Salary Listed,60000
2522,"King of Prussia, PA",Scientist / Research Scientist - Scientific Data Analysis an...,No Company Listed,No Salary Listed,60000
2523,"Philadelphia, PA 19104 (Belmont area)",Clin Research Fin Analyst I,Children's Hospital of Philadelphia,No Salary Listed,60000
2524,"Plymouth Meeting, PA",Research Analyst- CI,No Company Listed,No Salary Listed,60000
2525,"Philadelphia, PA 19103 (Belmont area)",Research Data Analyst,Elsevier,No Salary Listed,60000
2526,"Philadelphia, PA",Strategic Options Trading Quantitative Analyst,Susquehanna International Group,No Salary Listed,60000
2527,"Plymouth Meeting, PA",Machine Learning Researcher,No Company Listed,No Salary Listed,60000
2528,"West Point, PA",Non-clinical Statistician Job,Merck,No Salary Listed,60000
2529,"Philadelphia, PA",Statistician,Drexel University,No Salary Listed,60000
2530,"Philadelphia, PA 19104 (Belmont area)",Scientist,Exponent,No Salary Listed,60000
2531,"Philadelphia, PA",Research Data Analyst,Reed Elsevier,No Salary Listed,60000
2532,"King of Prussia, PA 19406",Senior Data Scientist - Advanced Analytics,Lockheed Martin,No Salary Listed,60000
2533,"Philadelphia, PA",DATA SCIENTIST,University of Pennsylvania,No Salary Listed,60000
2534,"Wilmington, DE 19803","Sr. Research Scientist / Research Expert, Biotransformation",Incyte Corporation,No Salary Listed,60000
2535,"Radnor, PA","Portfolio Manager, Genomics - Life Science",VWR,No Salary Listed,60000
2536,"Philadelphia, PA",Business Analyst,Reed Elsevier,No Salary Listed,60000
2537,"Philadelphia, PA",SENIOR DATA SCIENTIST,University of Pennsylvania,No Salary Listed,60000
2538,"Collegeville, PA 19426",Principal Statistician,GlaxoSmithKline,No Salary Listed,60000
2539,"West Chester, PA","GC-MS/LC-MS Scientist, West Chester, PA",SGS,No Salary Listed,60000
2540,"Malvern, PA",Investment Data Scientist,Vanguard,No Salary Listed,60000
2541,"Philadelphia, PA 19103 (Belmont area)","Principal, Data Scientist - Digital",Comcast,No Salary Listed,60000
2542,"Malvern, PA","Senior Associate Scientist, Bioassay Method Development",No Company Listed,No Salary Listed,60000
2543,"Philadelphia, PA 19103 (Belmont area)","Data Scientist - Analytical Experiments, Analytical Tools",No Company Listed,"$130,000 - $150,000 a year",60000
2544,"Wilmington, DE",Data Analytics Scientist (Bioinformatics),DuPont,No Salary Listed,60000
2545,"Philadelphia, PA",2017 Analyst Development Program - Quantitative Research Ana...,Hamilton Lane,No Salary Listed,60000
2546,"King of Prussia, PA",Validation Scientist,GlaxoSmithKline,No Salary Listed,60000
2547,"Berwyn, PA",Data Scientist,TE Connectivity,No Salary Listed,60000
2548,"West Chester, PA",Scientist - Characterization,Teva Pharmaceuticals,No Salary Listed,60000
2549,"Philadelphia, PA",Fixed Income Quantitative Research Analyst,Susquehanna International Group,No Salary Listed,60000
2550,"Plymouth Meeting, PA","Dir, Machine Learning",No Company Listed,No Salary Listed,60000
2551,"Collegeville, PA 19426",Computational Chemistry & Molecular Design,GlaxoSmithKline,No Salary Listed,60000
2552,"King of Prussia, PA",Statistical Programmer II,INC Research,No Salary Listed,60000
2553,"Wilmington, DE 19803","Research/Sr. Research Scientist, DMB",Incyte Corporation,No Salary Listed,60000
2554,"Philadelphia, PA",Field Medical Scientist (MSL) - Oncology Melanoma/RCC (E. PA...,Bristol-Myers Squibb,No Salary Listed,60000
2555,"Philadelphia, PA",Quantitative Research Analyst,Susquehanna International Group,No Salary Listed,60000
2556,"Fort Washington, PA 19034",Sr. Quantitative Analyst,Ally Financial Inc.,No Salary Listed,60000
2557,"Philadelphia, PA",Field Application Scientist II,Meso Scale Diagnostics,No Salary Listed,60000
2558,"Wayne, PA",Enterprise Data Architect,Medecision,No Salary Listed,60000
2559,"Collegeville, PA","Sr Mgr, Advanced Analytics and Data Science",No Company Listed,No Salary Listed,60000
2560,"Media, PA","Lead, Digital Channel Planner",No Company Listed,No Salary Listed,60000
2561,"Collegeville, PA","Sr Mgr, Advanced Analytics and Data Science",No Company Listed,No Salary Listed,60000
2562,"Gwynedd, PA","Scientist, Quantitative Sciences and Pharmacometrics Job",Merck,No Salary Listed,60000
2563,"Philadelphia, PA",Quantitative Research Analyst,Susquehanna International Group,No Salary Listed,60000
2564,"Upper Providence, PA",DMPK Senior Scientist,GlaxoSmithKline,No Salary Listed,60000
2565,"Philadelphia, PA",Software Engineer - Machine Learning,Reed Elsevier,No Salary Listed,60000
2566,"West Conshohocken, PA",Health Data Scientist,No Company Listed,No Salary Listed,60000
2567,"East Norriton, PA",Staff Geologist / Staff Scientist,O'Brien & Gere,No Salary Listed,60000
2568,"Wilmington, DE",Quantitative Risk Analyst II,M&T Bank,No Salary Listed,60000
2569,"Philadelphia, PA",Data Scientist,Liberty Personnel Services,No Salary Listed,60000
2570,"Cherry Hill, NJ 08002",Human Performance Research Scientist,Lockheed Martin,No Salary Listed,60000
2571,"Radnor, PA","Senior Application Developer, Salesforce",VWR,No Salary Listed,60000
2572,"Philadelphia, PA",BIOINFORMATICS PROGRAMMER ANALYST JR./SR.,University of Pennsylvania,No Salary Listed,60000
2573,"Philadelphia, PA",Technology Graduate Entry Scheme: Software Engineer 1,Reed Elsevier,No Salary Listed,60000
2574,"Blue Bell, PA",Data Scientist with Hadoop/SAS Experience,Cognizant,No Salary Listed,60000
2575,"Conshohocken, PA",Market Research & Portfolio Analyst,Johnson Matthey,No Salary Listed,60000
2576,"Wilmington, DE",Research Manager,"Anthem, Inc.",No Salary Listed,60000
2577,"Wilmington, DE",Data Scientist - Proactive and Reactive Customer Retention A...,Citi,No Salary Listed,60000
2578,"Collegeville, PA 19426","Manager, Statistical Consulting, Target Sciences",GlaxoSmithKline,No Salary Listed,60000
2579,"Philadelphia, PA 19104 (Belmont area)",Bioinformatics Scientist,The Wistar Institute,No Salary Listed,60000
2580,"Malvern, PA",Quantitative Research Analyst,Vanguard,No Salary Listed,60000
2581,"Collegeville, PA 19426","Manager, Statistical Consulting, Target Sciences",GlaxoSmithKline,No Salary Listed,60000
2582,"Philadelphia, PA",Data Science Manager Healthcare,No Company Listed,"$170,000 a year",60000
2583,"King of Prussia, PA",Senior Clinical Safety Scientist,CSL Behring,No Salary Listed,60000
2584,"Philadelphia, PA",Senior Research Scientist,Chubb,No Salary Listed,60000
2585,"Philadelphia, PA",Analytics-Technical Team Lead,Reed Elsevier,No Salary Listed,60000
2586,"Plymouth Meeting, PA","Senior Manager, Statistical Methodology",No Company Listed,No Salary Listed,60000
2587,"West Chester, PA 19380",Quantitative Analyst,BB&T,No Salary Listed,60000
2588,"Wayne, PA 19087",Tax Research Analyst,"Vertex, Inc.",No Salary Listed,60000
2589,"Philadelphia, PA",Data Science Manager Healthcare,No Company Listed,"$170,000 a year",60000
2590,"Collegeville, PA 19426","Single Cell Biology - Screening, Profiling, and Mechanistic...",GlaxoSmithKline,No Salary Listed,60000
2591,"Wilmington, DE 19801","Research Manager, Research Operations - 126779","Anthem, Inc.",No Salary Listed,60000
2592,"Philadelphia, PA",Technical Product Manager,Reed Elsevier,No Salary Listed,60000
2593,"Philadelphia, PA",Senior Research Scientist,Chubb,No Salary Listed,60000
2594,"Malvern, PA",Quantitative Research Analyst,Vanguard,No Salary Listed,60000
2595,"Blue Bell, PA 19424",Safety Scientist - UBC,Express Scripts,No Salary Listed,60000
2596,"Radnor, PA",Demand Planner,VWR,No Salary Listed,60000
2597,"Philadelphia, PA 19103 (Belmont area)",Sr. Digital Analyst,Elsevier,No Salary Listed,60000
2598,"Philadelphia, PA",Principal Software Engineer - Machine Learning,Reed Elsevier,No Salary Listed,60000
2599,"Plymouth Meeting, PA",Snr Statistician - Patient Analytics,No Company Listed,No Salary Listed,60000
2600,"Radnor, PA",Demand Planner,VWR,No Salary Listed,60000
2601,"Philadelphia, PA 19104 (Belmont area)",UI Developer,Children's Hospital of Philadelphia,No Salary Listed,60000
2602,"Radnor, PA",Group Benefits Sr Market Research Analyst,Lincoln Financial,No Salary Listed,60000
2603,"Wilmington, DE 19803","Research / Sr. Research Scientist, Antibody Discovery",Incyte Corporation,No Salary Listed,60000
2604,"Radnor, PA","Intern, Operations-Supply Chain",VWR,No Salary Listed,60000
2605,"Malvern, PA","Senior Analyst, Investment Risk Management, Quantitative Equ...",Vanguard,No Salary Listed,60000
2606,"Radnor, PA",Financial Analyst - Financial Planning and Analysis,VWR,No Salary Listed,60000
2607,"Philadelphia, PA","Director, Adaptive Solutions",Reed Elsevier,No Salary Listed,60000
2608,"West Point, PA",QA/QC Compliance Senior Scientist,No Company Listed,No Salary Listed,60000
2609,"Philadelphia, PA",Senior Statistician to Associate Director Biostatistics,No Company Listed,No Salary Listed,60000
2610,"West Chester, PA 19380",Senior Quantitative Analyst,BB&T,No Salary Listed,60000
2611,"Philadelphia, PA",GIS Analyst,Vistronix,No Salary Listed,60000
2612,"Philadelphia, PA 19103 (Belmont area)",Systems Engineer,Elsevier,No Salary Listed,60000
2613,"West Point, PA 19486",Scientist - III (Senior),Experis,$32 - $35 an hour,60000
2614,"Cherry Hill, NJ 08002",Computational Modeling of Human State Engineer,Lockheed Martin,No Salary Listed,60000
2615,"Malvern, PA","Team Lead, Statistical Programming, Remote",No Company Listed,No Salary Listed,60000
2616,"North Wales, PA",Sr Statistical Programmer I,Icon plc,No Salary Listed,60000
2617,"Philadelphia, PA",CO-DIRECTOR OF BIOSTATISTICS AND INFORMATICS,University of Pennsylvania,No Salary Listed,60000
2618,"King of Prussia, PA",Predictive Modeling Analyst III,Vencore,No Salary Listed,60000
2619,"Mount Laurel, NJ 08054",Staff Engineer/Scientist/Geologist,No Company Listed,No Salary Listed,60000
2620,"Philadelphia, PA 19103 (Belmont area)","Senior Product Manager, Data Analytics & Visualization",Elsevier,No Salary Listed,60000
2621,"Wilmington, DE 19803",Sr. Epoxy Formulations Scientist,Axalta Coating Systems,No Salary Listed,60000
2622,"Philadelphia, PA",Community Outreach Specialist,University of Pennsylvania,No Salary Listed,60000
2623,"Philadelphia, PA",SRI NEUROLOGICAL DISEASES,University of Pennsylvania,No Salary Listed,60000
2624,"King of Prussia, PA",No Job Title Listed,GlaxoSmithKline,No Salary Listed,60000
2625,"Philadelphia, PA",Platform Engineering Manager,Reed Elsevier,No Salary Listed,60000
2626,"Philadelphia, PA",Software Developer- Internship,Reed Elsevier,No Salary Listed,60000
2627,"Philadelphia, PA",Systems Analyst Sr,Thomas Jefferson University and Hospitals,No Salary Listed,60000
2628,"West Chester, PA",Senior Project Scientist for Emergency Response,Weston Solutions,No Salary Listed,60000
2629,"Philadelphia, PA",Senior UX Designer,Reed Elsevier,No Salary Listed,60000
2630,"Philadelphia, PA","PE Product Manager, Consumer",Reed Elsevier,No Salary Listed,60000
2631,"Radnor, PA",Import Compliance-Senior Specialist,VWR,No Salary Listed,60000
2632,"Philadelphia, PA",Principal Software Engineer,Reed Elsevier,No Salary Listed,60000
2633,"Philadelphia, PA",Landscape Architect,Jacobs,No Salary Listed,60000
2634,"Malvern, PA",Health Economist,Siemens,No Salary Listed,60000
2635,"Philadelphia, PA",Senior Statistical Programmer (Medical Affairs),Jazz Pharmaceuticals,No Salary Listed,60000
2636,"Philadelphia, PA",Manager - Continuous Improvement,Beckman Coulter,No Salary Listed,60000
2637,"Philadelphia, PA",Manager - Continuous Improvement,"Beckman Coulter, Inc.",No Salary Listed,60000
2638,"Conshohocken, PA",Environmental Scientist,AECOM,No Salary Listed,60000
2639,"Philadelphia, PA",Formulator,No Company Listed,No Salary Listed,60000
2640,"Philadelphia, PA",Software Engineer,Reed Elsevier,No Salary Listed,60000
2641,"Voorhees, NJ",Supply Chain Scientist,NFI Industries,No Salary Listed,60000
2642,"Malvern, PA",High Yield Senior Municipal Credit Research Analyst,Vanguard,No Salary Listed,60000
2643,"Malvern, PA",Investment Grade Senior Municipal Credit Research Analyst,Vanguard,No Salary Listed,60000
2644,"Philadelphia, PA",Sales Intelligence Analyst,Reed Elsevier,No Salary Listed,60000
2645,"Philadelphia, PA","Accenture Insight Platform Product Manager, Northeast US Reg...",Accenture,No Salary Listed,60000
2646,"Philadelphia, PA",UI Design Developer,Reed Elsevier,No Salary Listed,60000
2647,"Wilmington, DE",Senior Staff Scientist,Solenis,No Salary Listed,60000
2648,"Philadelphia, PA",Lead Software Developer,Temple University,No Salary Listed,60000
2649,"Philadelphia, PA",Senior Formulator,No Company Listed,No Salary Listed,60000
2650,"Philadelphia, PA",Senior Project Manager,Reed Elsevier,No Salary Listed,60000
2651,"Wayne, PA",Tech Manager,Mobiquity,No Salary Listed,60000
2652,"Malvern, PA",High Yield Senior Municipal Credit Research Analyst,Vanguard,No Salary Listed,60000
2653,"Malvern, PA",Investment Grade Senior Municipal Credit Research Analyst,Vanguard,No Salary Listed,60000
2654,"Philadelphia, PA",Nurse Data Manager II - Surgery,Thomas Jefferson University and Hospitals,No Salary Listed,60000
2655,"King of Prussia, PA",Clinical Investigation Lead,GlaxoSmithKline,No Salary Listed,60000
2656,"Wilmington, DE 19803",Program Leader to VP (DOE) - Immuno-Oncology,Incyte Corporation,No Salary Listed,60000
2657,"King of Prussia, PA",No Job Title Listed,GlaxoSmithKline,No Salary Listed,60000
2658,"Radnor, PA",Information Technology Risk Management & Compliance Manager,VWR,No Salary Listed,60000
2659,"Radnor, PA",Customer Sales Data Specialist,VWR,No Salary Listed,60000
2660,"Voorhees, NJ",Supply Chain Scientist,NFI Industries,No Salary Listed,60000
2661,"Wilmington, DE 19803","Director/Sr. Director, Clinical Research Scientist",Incyte Corporation,No Salary Listed,60000
2662,"King of Prussia, PA",Global Principal Clinical Scientist-Immunology,CSL Behring,No Salary Listed,60000
2663,"Philadelphia, PA",Clinical Research Coordinator IV - Department of Pathology -...,Thomas Jefferson University and Hospitals,No Salary Listed,60000
2664,"Wilmington, DE 19803","Sr. Staff Scientist, Pharmacology (non-oncology unit)",Incyte Corporation,No Salary Listed,60000
2665,"Wayne, PA",UX Architect,Mobiquity,No Salary Listed,60000
2666,"West Point, PA 19486",Scientist - III (Senior),Ascent Services Group,No Salary Listed,60000
2667,"Cherry Hill, NJ 08002",College Student Tech (Intern),Lockheed Martin,No Salary Listed,60000
2668,"Wilmington, DE","Director, Big Data Governance",Capital One,No Salary Listed,60000
2669,"Philadelphia, PA 19103 (Belmont area)",Senior Systems Engineer,Elsevier,No Salary Listed,60000
2670,"Wilmington, DE",Global HPLC Columns Product Manager,Agilent Technologies,No Salary Listed,60000
2671,"Wilmington, DE 19803",Program Leader to VP (DOE) - Leukemias,Incyte Corporation,No Salary Listed,60000
2672,"Wilmington, DE 19803",Program Leader to VP (DOE) - Lymphomas,Incyte Corporation,No Salary Listed,60000
2673,"West Point, PA",QA/QC Compliance Senior Scientist,Eurofins,No Salary Listed,60000
2674,"Philadelphia, PA",Clinical Research Coordinator IV - Department of Pathology -...,Thomas Jefferson University and Hospitals,No Salary Listed,60000
2675,"King of Prussia, PA 19406",Internship - Composites & Cast Sheet Engineer H/F,Arkema,No Salary Listed,60000
2676,"Plymouth Meeting, PA",Manager of Statistical Programming - Big Data Analytics,No Company Listed,No Salary Listed,60000
2677,"Fort Washington, PA","Senior Manager, Advanced Analytics & Statistical Methodology...",No Company Listed,No Salary Listed,60000
2678,"Wilmington, DE 19803","Director, Clinical Research Scientist",Incyte Corporation,No Salary Listed,60000
2679,"Mount Laurel, NJ",Statistician - CRA and Fair Banking Compliance (CFBC,TD Bank,No Salary Listed,60000
2680,"Philadelphia, PA",Senior Quality Test Engineer,Reed Elsevier,No Salary Listed,60000
2681,"Plymouth Meeting, PA",Manager of Statistical Programming - Big Data Analytics,No Company Listed,No Salary Listed,60000
2682,"Camden, NJ 08102",Senior Software Engineer,Camden Coalition of Healthcare Providers,No Salary Listed,60000
2683,"Radnor, PA",Senior SAP Business Systems Engineer - Pricing and Invoicing,VWR,No Salary Listed,60000
2684,"Philadelphia, PA",Software Engineering Lead,Reed Elsevier,No Salary Listed,60000
2685,"Upper Providence, PA",Global Head of BioAssets,GlaxoSmithKline,No Salary Listed,60000
2686,"Philadelphia, PA 19113",Technical Product Manager,Thomson Reuters,No Salary Listed,60000
2687,"Fort Washington, PA","Senior Manager, Advanced Analytics & Statistical Methodology...",No Company Listed,No Salary Listed,60000
2688,"Philadelphia, PA",Quality Test Engineer III,Reed Elsevier,No Salary Listed,60000
2689,"Philadelphia, PA 19103 (Belmont area)",Principal Global Mammalian Toxicologist,FMC Corporation,No Salary Listed,60000
2690,"Warminster, PA 18974","Sr. Scientist, Clinical Virology",Arbutus Biopharma,No Salary Listed,60000
2691,"East Norriton, PA",Environmental/Geoenvironmental Engineer,O'Brien & Gere,No Salary Listed,60000
2692,"King of Prussia, PA",Post-doctoral fellow : Quantitative System Pharmacology,GlaxoSmithKline,No Salary Listed,60000
2693,"King of Prussia, PA",Investigator Mechanistic QSP/QST Modeler (DDM),GlaxoSmithKline,No Salary Listed,60000
2694,"Philadelphia, PA","Director, Corporate Accounts, Northeast",Reed Elsevier,No Salary Listed,60000
2695,"Wilmington, DE",Talent Scout,AstraZeneca,No Salary Listed,60000
2696,"Upper Providence, PA",Global Head of BioAssets,GlaxoSmithKline,No Salary Listed,60000
2697,"Wilmington, DE",Talent Scout,AstraZeneca,No Salary Listed,60000
2698,"Wilmington, DE 19803","Research Scientist, Health Care Delivery Science, FT (MD, Ph...",Nemours Children's Health System,No Salary Listed,60000
2699,"Wilmington, DE 19801",Java Software Engineer,BlackRock,No Salary Listed,60000
2700,"Philadelphia, PA 19103 (Belmont area)",Senior Architect - Research Metrics,Elsevier,No Salary Listed,60000
2701,"Cherry Hill, NJ 08002",Sensor Engineer,Lockheed Martin,No Salary Listed,60000
2702,"Philadelphia, PA",Quality Test Engineer III,Reed Elsevier,No Salary Listed,60000
2703,"Philadelphia, PA",Senior Quality Test Engineer,Reed Elsevier,No Salary Listed,60000
2704,"King of Prussia, PA",Process Development: Process/Automation Engineer,GlaxoSmithKline,No Salary Listed,60000
2705,"Collegeville, PA 19426","Director/ Scientist, Patient Reported Outcomes",GlaxoSmithKline,No Salary Listed,60000
2706,"Philadelphia, PA",VP Cyber Security Engineering & Incident Response,Reed Elsevier,No Salary Listed,60000
2707,"Malvern, PA 19355","Vice President, Medical Affairs",No Company Listed,No Salary Listed,60000
2708,"Gwynedd, PA",No Job Title Listed,Merck,No Salary Listed,60000
2709,"Wilmington, DE",Global HPLC Columns Product Manager,Agilent,No Salary Listed,60000
2710,"Wilmington, DE","Global Product Manager, Chemistries",Agilent,No Salary Listed,60000
2711,"King of Prussia, PA",Lead Med Writing Scientist/Medical Writing Manager (WD94956),GlaxoSmithKline,No Salary Listed,60000
2712,"Philadelphia, PA","Director, Corporate Accounts, Northeast",Reed Elsevier,No Salary Listed,60000
2713,"Newtown, PA",Product Regulatory Affairs Specialist,Arcadis:US,No Salary Listed,60000
2714,"Philadelphia, PA",SENIOR BIOINFORMATICS PROJECT COORDINATOR,University of Pennsylvania,No Salary Listed,60000
2715,"Philadelphia, PA",Post-Doc Fellow - Surgery - Full Time,Thomas Jefferson University and Hospitals,No Salary Listed,60000
2716,"King of Prussia, PA","Immunology Therapeutic Area Head, US Medical Affairs",CSL Behring,No Salary Listed,60000
2717,"Philadelphia, PA","Senior Principal Engineer/Scientist, (Process Development)-...",Pall,No Salary Listed,60000
2718,"Philadelphia, PA","Manager, Biostatistics (Medical Affairs)",Jazz Pharmaceuticals,No Salary Listed,60000
2719,"Horsham, PA",Associate Director Study Logistics,CHARLES RIVER LABORATORIES,No Salary Listed,60000
2720,"Philadelphia, PA","U.S. Medical Affairs Scientific Director, Gene Therapy / Rar...",GlaxoSmithKline,No Salary Listed,60000
2721,"Philadelphia, PA",Director of Bioinformatics,No Company Listed,No Salary Listed,60000
2722,"Philadelphia, PA 19103 (Belmont area)",VP Cyber Security Engineering & Incident Response,Elsevier,No Salary Listed,60000
2723,"Radnor, PA",Accountant - Corporate Finance and Control,VWR,No Salary Listed,60000
2724,"Philadelphia, PA","Senior Principal Engineer/Scientist, (Process Development)-...",Pall,No Salary Listed,60000
2725,"Philadelphia, PA",Director of Bioinformatics,No Company Listed,No Salary Listed,60000
2726,"Wayne, PA",Quality Assurance Engineer,Mobiquity,No Salary Listed,60000
2727,"Malvern, PA 19355","Director, Analytical Development",No Company Listed,No Salary Listed,60000
2728,"Wilmington, DE",CCB - Risk-Fraud Modeling Data Scientist Manager - Executive...,JPMorgan Chase,No Salary Listed,60000
2729,"King of Prussia, PA",Associate Director - Clinical Pharmacology,CSL Behring,No Salary Listed,60000
2730,"Wayne, PA",Healthcare Account Executive,Mobiquity,No Salary Listed,60000
2731,"Wilmington, DE 19803","Sr. Dir to Exec. Director, Clinical Pharmacology (MD)",Incyte Corporation,No Salary Listed,60000
2732,"Mount Laurel, NJ 08054",Senior Environmental Engineer Job,Golder Associates,No Salary Listed,60000
2733,"Philadelphia, PA",Pharmaceutical Sales Specialist,AstraZeneca,No Salary Listed,60000
2734,"King of Prussia, PA 19406","Recruiter,Statistician/SAS",TechData,No Salary Listed,60000
2735,"Radnor, PA","Director - Distribution, Quality Assurance Americas",VWR,No Salary Listed,60000
2736,"Collegeville, PA 19426","Medical Director, Oncology Clinical Development- Cell Therap...",GlaxoSmithKline,No Salary Listed,60000
2737,"Wilmington, DE 19803","Sr. Dir to Exec. Director, Clinical Pharmacology (MD)",Incyte Corporation,No Salary Listed,60000
2738,"Philadelphia, PA",Analytical Chemist,R&D Partners,No Salary Listed,60000
2739,"King of Prussia, PA",Global TA Head Coagulation and Acquired Bleeding,CSL Behring,No Salary Listed,60000
2740,"Philadelphia, PA",Sr Computer Scientist / Engineer - Control Networks and Indu...,General Dynamics Information Technology,No Salary Listed,60000
2741,"King of Prussia, PA",Research Scientist - Labs - Technology Transfer - Emerging M...,PPD,No Salary Listed,60000
2742,"Wilmington, DE 19803","Dir. to Exec. Dir. (DOE), Immuno-oncology Biotherapeutic Ant...",Incyte Corporation,No Salary Listed,60000
2743,"Wilmington, DE 19803",Experienced Electrocoat Formulation Scientist,Axalta Coating Systems,No Salary Listed,60000
2744,"Philadelphia, PA",Apple Systems Administrator - IS&T Department,Thomas Jefferson University and Hospitals,No Salary Listed,60000
2745,"Radnor, PA",Intern - Financial Planning and Analysis,VWR,No Salary Listed,60000
2746,"Philadelphia, PA",Data Scientist,No Company Listed,"$160,000 a year",60000
2747,"Philadelphia, PA 19103 (Belmont area)","Executive Director, Clinical Development Sleep LCM",Jazz Pharmaceuticals,No Salary Listed,60000
2748,"Malvern, PA 19355",Research Chemist,SAINT-GOBAIN,No Salary Listed,60000
2749,"Philadelphia, PA",Data Scientist,No Company Listed,No Salary Listed,60000
2750,"Philadelphia, PA",Faculty Position / Assistant Professor - Jefferson College o...,Thomas Jefferson University and Hospitals,No Salary Listed,60000
2751,"Wilmington, DE 19803","Dir. to Exec. Dir. (DOE), Immuno-oncology Biotherapeutic Ant...",Incyte Corporation,No Salary Listed,60000
2752,"Philadelphia, PA",Data Scientist,No Company Listed,"$160,000 a year",60000
2753,"Philadelphia, PA",Data Scientist,No Company Listed,No Salary Listed,60000
2754,"King of Prussia, PA",Biopharm Scientist - Senior Project Manager - CMC Tech Trans...,PPD,No Salary Listed,60000
2755,"Collegeville, PA",VP Vaccine Clinical Research,Pfizer,No Salary Listed,60000
2756,"Collegeville, PA","Director, Lead Study Clinician",Pfizer,No Salary Listed,60000
2757,"Philadelphia, PA",Computer Scientist / Engineer - Control Networks and Industr...,General Dynamics Information Technology,No Salary Listed,60000
2758,"Philadelphia, PA",Data Scientist,No Company Listed,$120 an hour,60000
2759,"Wilmington, DE",Senior Scientist,No Company Listed,No Salary Listed,60000
2760,"Philadelphia, PA","Director, Epidemiology/Statistician",No Company Listed,No Salary Listed,60000
2761,"Philadelphia, PA 19112 (Marconi Plaza-Packer Park area)",SAS/Statistical Programmer,No Company Listed,No Salary Listed,60000
2762,"Philadelphia, PA",1015 Big Data - Data Scientist,"ReqRoute,Inc",No Salary Listed,60000
2763,"Ambler, PA 19002",Data Scientist for Marketing Technology,Workbridge Associates,"$175,000 a year",60000
2764,"Philadelphia, PA",Principal Data Scientist,No Company Listed,"$155,000 - $160,000 a year",60000
2765,"Upper Gwynedd, PA",Junior Statistician,"C3i, Inc.",No Salary Listed,60000
2766,"Ambler, PA",Head of Data Science,No Company Listed,No Salary Listed,60000
2767,"Philadelphia, PA 19102 (City Center West area)",Machine Learning Engineer,Jobspring Partners,No Salary Listed,60000
2768,"Philadelphia, PA",Research Scientist/Senior Research Scientist Antibody Engine...,No Company Listed,No Salary Listed,60000
2769,"Philadelphia, PA",Research Scientist/Senior Scientist Target Identification &...,No Company Listed,No Salary Listed,60000
2770,"Wilmington, DE",Digital Marketing (Data Scientist),No Company Listed,"$100,000 - $130,000 a year",60000
2771,"West Point, PA 19486",Scientist II (Associate),Planet Pharma,No Salary Listed,60000
2772,"Philadelphia, PA",Ocular Research Scientist,No Company Listed,No Salary Listed,60000
2773,"Fort Washington, PA 19034",Sr. Statistical Programmer-Remote (SDTM & ADaM),No Company Listed,No Salary Listed,60000
2774,"Philadelphia, PA",Quantitative Analyst (Big Data Focus) at $10+ Billion Hedge...,No Company Listed,"$200,000 - $300,000 a year",60000
2775,"Philadelphia, PA",Director of Data Science,No Company Listed,"$175,000 - $215,000 a year",60000
2776,"Fort Washington, PA",Process Engineer,No Company Listed,No Salary Listed,60000
2777,"Plymouth Meeting, PA",Data Engineer/Scientist,No Company Listed,No Salary Listed,60000
2778,"Philadelphia, PA",Program Manager - Data Analysis/Insider Threat,No Company Listed,"$50,000 - $120,000 a year",60000
2779,"Philadelphia, PA",Director of Data Science,No Company Listed,"$175,000 - $215,000 a year",60000
2780,"West Point, PA 19486",Senior Scientist III,Planet Pharma,No Salary Listed,60000
2781,"Wayne, PA",Statistician,Global Employment Solutions,No Salary Listed,60000
2782,"Horsham, PA 19044",Client Services Linguistic Analyst (Pharma Market Research),No Company Listed,No Salary Listed,60000
2783,"Spring House, PA 19477",Scientist IV,No Company Listed,No Salary Listed,60000
2784,"Bala-Cynwyd, PA",Clinical Specialist Permanent and Temporary,No Company Listed,No Salary Listed,60000
2785,"Fort Washington, PA",Process Modeling Engineer / CFD Engineer,No Company Listed,No Salary Listed,60000
2786,"Fort Washington, PA",Process Modeling Engineer / CFD Engineer,No Company Listed,No Salary Listed,60000
2787,"Philadelphia, PA",Biostatistician,No Company Listed,No Salary Listed,60000
2788,"Garnet Valley, PA 19060",Medical Devices Regulatory Scientist,No Company Listed,No Salary Listed,60000
2789,"Bala-Cynwyd, PA",Quantitative Analyst-Options Trading,No Company Listed,No Salary Listed,60000
2790,"Wilmington, DE",Senior Process Scientist,No Company Listed,No Salary Listed,60000
2791,"Horsham, PA",Safety Scientist,C3i Healthcare Connections,No Salary Listed,60000
2792,"Malvern, PA",Full Stack Software Engineer,No Company Listed,"$120,000 a year",60000
2793,"Philadelphia, PA",JavaScript Developer - Flux/React,No Company Listed,No Salary Listed,60000
2794,"Bala-Cynwyd, PA",Project Manager DMC,No Company Listed,No Salary Listed,60000
2795,"Philadelphia, PA",Full Stack Engineer,No Company Listed,No Salary Listed,60000
2796,"Philadelphia, PA",Marketing Specialist - PPC and Display,No Company Listed,No Salary Listed,60000
2797,"Philadelphia, PA",101977 - Clinical Project Leader (remote),No Company Listed,No Salary Listed,60000
2798,"Philadelphia, PA",Study Associate / TMF Associate - Collegeville,No Company Listed,No Salary Listed,60000
2799,"Philadelphia, PA",Principal Statistician,Hydrogen Group,No Salary Listed,60000
2800,"Horsham, PA 19044",Angular Software Developer,Jobspring Partners,"$100,000 a year",60000
